job_position,technology_skills,knowledge,skills
, Oracle Eloqua  ,,
, Salesforce software Data base management system software ,,
, Apache Pig  ,,
, MongoDB  ,,
, MySQL  ,,
, Relational database management software  (see all 14 examples)Data base reporting software ,,
, Microsoft SQL Server Reporting Services  ,,
, Oracle Business Intelligence Suite,,
, SAP Crystal Reports Data base user interface and query software ,,
, FileMaker Pro  ,,
, Microsoft Access  ,,
, SAP BusinessObjects Desktop Intelligence,,
, Structured query language SQL  (see all 11 examples)Data conversion softwareData mining software ,,
, Google Analytics Desktop communications software ,,
, CrossTec NetOp Remote Control,,
, Remote control software,,
, Stac Software ReachOut,,
, Symantec pcAnywhere Desktop publishing software ,,
, Microsoft Publisher Development environment software ,,
, Apache Maven  ,,
, Eclipse IDE  ,,
, Microsoft PowerShell  ,,
, Verilog  (see all 22 examples)Document management software ,,
, Adobe Systems Adobe Acrobat Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Exchange Server  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Extensible markup language XML  ,,
, IBM WebSphere  ,,
, Oracle Fusion Middleware,,
, SAP Netweaver BW  (see all 7 examples)Enterprise resource planning ERP software   ,,
, Microsoft Dynamics  ,,
, NetSuite ERP  ,,
, Oracle Fusion Applications  ,,
, SAP  (see all 10 examples)Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise File versioning software ,,
, Apache Subversion SVN  ,,
, Git  ,,
, Version control software Financial analysis software ,,
, Cost estimation software,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,
, Adobe Systems Adobe Fireworks  ,,
, Adobe Systems Adobe Flash  ,,
, Adobe Systems Adobe Photoshop  ,,
, Microsoft Visio  (see all 5 examples)Helpdesk or call center software ,,
, Help desk software Human resources software ,,
, ADP Workforce Now  ,,
, Human resource management software HRMS  ,,
, Oracle Taleo Information retrieval or search software ,,
, LexisNexis Internet directory services software ,,
, Active directory software Map creation software ,,
, ESRI ArcGIS software  ,,
, Geographic information system GIS software Medical software ,,
, Epic Systems  ,,
, Healthcare common procedure coding system HCPCS  ,,
, MEDITECH software Metadata management software ,,
, CA Erwin Data Modeler  ,,
, Informatica Corporation PowerCenter,,
, Oracle Master Data Management MDM Suite,,
, SAP Master Data Management MDM Network monitoring software ,,
, Nagios  ,,
, Network intrusion prevention systems NIPS,,
, Snort,,
, Wireshark Network security or virtual private network VPN management software ,,
, Virtual private networking VPN software Object or component oriented development software ,,
, C++  ,,
, Practical extraction and reporting language Perl  ,,
, Python  ,,
, Swift  (see all 18 examples)Object oriented data base management software ,,
, Hibernate ORM  ,,
, Microsoft Visual FoxPro,,
, PostgreSQL Office suite software ,,
, Microsoft Office Operating system software ,,
, Bash  ,,
, Oracle Solaris  ,,
, Ubuntu  ,,
, UNIX  (see all 9 examples)Pattern design software ,,
, Diagramming software,,
, Flow chart software,,
, Omni Group OmniGraffle Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Compatibility testing software,,
, Hewlett Packard LoadRunner  ,,
, JUnit  ,,
, Selenium  (see all 24 examples)Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Oracle Primavera Enterprise Project Portfolio Management Requirements analysis and system architecture software ,,
, AcmeStudio,,
, Architecture description language ADL,,
, Popkin System Architect,,
, Unified modeling language UML  (see all 5 examples)Sales and marketing software ,,
, Marketo Marketing Automation Spreadsheet software ,,
, Microsoft Excel Transaction security and virus protection software ,,
, McAfee  ,,
, Symantec  ,,
, Virus scanning software Transaction server software ,,
, Customer information control system CICS  ,,
, Microsoft Internet Information Service IIS,,
, Sun Microsystems Sun ONE,,
, Web server software Video creation and editing software ,,
, YouTube Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver Web platform development software ,,
, AJAX  ,,
, Enterprise JavaBeans  ,,
, Google AngularJS  ,,
, PHP: Hypertext Preprocessor  (see all 25 examples)Word processing software ,,
, Microsoft Word ,,
Informatics Nurse Specialists,Calendar and scheduling software ,Customer and Personal Service,Reading Comprehension
, McKesson ANSOS One-Staff Computer based training software ,Computers and Electronics,Active Listening
, Learning management system LMS Data base reporting software ,Education and Training,Critical Thinking
, SAP BusinessObjects Crystal Reports Data base user interface and query software ,English Language,Active Learning
, Microsoft Access  ,Medicine and Dentistry,Monitoring
, Structured query language SQL Graphics or photo imaging software ,Administration and Management,Speaking
, Microsoft Visio Internet browser software ,Communications and Media,Complex Problem Solving
, Web browser software Medical software ,Design,Judgment and Decision Making
, Epic Systems  ,Mathematics,Writing
, GE Healthcare Centricity EMR,,Systems Analysis
, Seimens Healthineers,,Coordination
, VISICU eICU Program  (see all 28 examples)Office suite software ,,Learning Strategies
, Microsoft Office Presentation software ,,Systems Evaluation
, Microsoft PowerPoint Project management software ,,Service Orientation
, Microsoft Project Spreadsheet software ,,Instructing
, Microsoft Excel Word processing software ,,Persuasion
, Microsoft Word ,,Mathematics
,,,Operations Analysis
,,,Quality Control Analysis
,,,Social Perceptiveness
,,,Technology Design
,,,Time Management
"Software Developers, Applications",Access software ,Computers and Electronics,Programming
, Citrix  ,Engineering and Technology,Systems Analysis
, PuTTY Accounting software ,English Language,Systems Evaluation
, Fund accounting software  ,Mathematics,Judgment and Decision Making
, Sage 50 Accounting Analytical or scientific software ,Design,Complex Problem Solving
, IBM SPSS Statistics  ,Customer and Personal Service,Critical Thinking
, Minitab  ,,Operations Analysis
, SAS  ,,Speaking
, The MathWorks MATLAB  (see all 7 examples)Application server software ,,Active Listening
, Oracle WebLogic Server  ,,Reading Comprehension
, Red Hat WildFly Backup or archival software ,,Active Learning
, Veritas NetBackup Business intelligence and data analysis software ,,Coordination
, MicroStrategy  ,,Learning Strategies
, Oracle Business Intelligence Enterprise Edition  ,,Monitoring
, Qlik Tech QlikView  ,,Technology Design
, Tableau  (see all 5 examples)Communications server software ,,Writing
, IBM Domino Computer aided design CAD software   ,,
, Autodesk AutoCAD  ,,
, Autodesk Revit  ,,
, Dassault Systemes CATIA  ,,
, PTC Creo Parametric  (see all 8 examples)Configuration management software ,,
, Chef  ,,
, Perforce Helix software  ,,
, Puppet  ,,
, Red Hat Ansible Engine  (see all 9 examples)Content workflow software ,,
, Atlassian JIRA  ,,
, Emerald Software Group Emerald Green Office Customer relationship management CRM software ,,
, Oracle Eloqua  ,,
, Salesforce software Data base management system software ,,
, Apache Pig  ,,
, MongoDB  ,,
, Relational database management software  ,,
, Teradata Database  (see all 22 examples)Data base reporting software ,,
, Microsoft SQL Server Reporting Services  ,,
, SAP Crystal Reports Data base user interface and query software ,,
, Apache Hive  ,,
, Microsoft Access  ,,
, MySQL  ,,
, Oracle JDBC  (see all 13 examples)Data mining software ,,
, Google Analytics Desktop publishing software ,,
, Adobe Systems Adobe InDesign  ,,
, Microsoft Publisher Development environment software ,,
, Adobe Systems Adobe ActionScript  ,,
, Apache Maven  ,,
, C  ,,
, Microsoft Visual Basic Scripting Edition VBScript  (see all 53 examples)Document management software ,,
, Adobe Systems Adobe Acrobat Electronic mail software ,,
, Google Gmail,,
, IBM Notes  ,,
, Microsoft Exchange Server  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Enterprise application integration EAI software,,
, Extensible markup language XML  ,,
, IBM InfoSphere DataStage  ,,
, SAP Netweaver  (see all 5 examples)Enterprise resource planning ERP software   ,,
, Microsoft Dynamics  ,,
, NetSuite ERP  ,,
, Oracle Fusion Applications  ,,
, SAP Business Objects  (see all 10 examples)Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise File versioning software ,,
, Apache Subversion SVN  ,,
, Git  ,,
, Version control software Financial analysis software ,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Graphical user interface development software ,,
, Graphical user interface GUI builder software Graphics or photo imaging software ,,
, Adobe Systems Adobe Photoshop  ,,
, GNU Image Manipulation Program GIMP,,
, Microsoft Visio  ,,
, Trimble SketchUp Pro  (see all 8 examples)Human resources software ,,
, ADP Workforce Now  ,,
, Human resource management software HRMS  ,,
, Oracle Taleo Information retrieval or search software ,,
, Apache Avro,,
, LexisNexis Map creation software ,,
, ESRI ArcGIS software Medical software ,,
, Epic Systems  ,,
, Healthcare common procedure coding system HCPCS  ,,
, MEDITECH software Metadata management software ,,
, CA Erwin Data Modeler  ,,
, Talend Data Fabric Network monitoring software ,,
, Nagios  ,,
, Wireshark Network security and virtual private network VPN equipment software ,,
, Virtual private networking VPN software Object or component oriented development software ,,
, C++  ,,
, Oracle Java  ,,
, Practical extraction and reporting language Perl  ,,
